"Name","Age","Class/Dept","Ticket","Joined","Job","Boat [Body]"
"RIMMER, Mr Gilbert",29,"Victualling Crew","","Southampton","Saloon Steward",""
"RINTAMÄKI, Mr Matti",35,"3rd Class Passenger","3101273£7 2s 6d","Southampton","General Labourer",""
"RISIEN, Mr Samuel Beard",69,"3rd Class Passenger","364498£14 10s","Southampton","Hotelier",""
"RISIEN, Mrs Emma Jane",64,"3rd Class Passenger","364498£14 10s","Southampton","",""
"ROBERTON, Mr George Edward",19,"Victualling Crew","","Southampton","Assistant Saloon Steward (2nd Class)","[127]"
"ROBERTS, Mr Robert George",35,"Engineering Crew","","Southampton","Fireman",""
"ROBERTS, Mr Frank John",36,"Victualling Crew","","Belfast","Third Butcher","[231]"
"ROBERTS, Mr Hugh H.",40,"Victualling Crew","","Belfast","Bed Room Steward","[93]"
"ROBINS, Mr Victor",45,"1st Class PassengerServant","17757£247 10s 6d","Cherbourg","Servant",""
"ROBINS, Mr Alexander",50,"3rd Class Passenger","3337£14 10s","Southampton","Mason","[119]"
"ROBINS, Mrs Charity",48,"3rd Class Passenger","3337£14 10s","Southampton","","[7]"
"ROBINSON, Mr James William",30,"Victualling Crew","","Southampton","Saloon Steward (1st class)","[151]"
"ROEBLING, Mr Washington Augustus",31,"1st Class Passenger","17590£50 9s 11d","Southampton","Of Independent Means",""
"ROGERS, Mr Reginald Harry",18,"2nd Class Passenger","28004£10 10s","Southampton","",""
"ROGERS, Mr William John",29,"3rd Class Passenger","23567£8 1s","Southampton","Miner",""
"ROGERS, Mr Edward James William",31,"Victualling Crew","","Southampton","Assistant Storekeeper","[282]"
"ROGERS, Mr Michael Joseph",26,"Victualling Crew","","Southampton","Saloon Steward",""
"ROMMETVEDT, Mr Knud Paust",49,"3rd Class Passenger","312993£7 15s 6d","Southampton","Ship's officer",""
"RONDBERG, Mr Edvard Larsson",22,"3rd Class Passenger","347065£7 15s 6d","Southampton","Cook",""
"ROOD, Mr Hugh Roscoe",39,"1st Class Passenger","113767£50","Southampton","Businessman",""
"ROSBLOM, Mrs Helena Wilhelmina",41,"3rd Class Passenger","370129£20 4s 3d","Southampton","",""
"ROSBLOM, Miss Salli Helena",2,"3rd Class Passenger","370129£20 4s 3d","Southampton","",""
"ROSBLOM, Mr Viktor Richard",18,"3rd Class Passenger","370129£20 4s 3d","Southampton","General Labourer",""
"ROSENSHINE, Mr George",45,"1st Class Passenger","17585£79 4d","Cherbourg","Merchant","[16]"
"ROSS, Mr John Hugo",36,"1st Class Passenger","13049£40 2s 6d","Southampton","",""
"ROTHSCHILD, Mr Martin",46,"1st Class Passenger","17603£59 8s","Cherbourg","",""
"ROTTA, Sig. Angelo Mario",23,"Restaurant Staff","","Southampton","Waiter",""
"ROUS, Mr Arthur John",26,"Engineering Crew","","Belfast","Plumber",""
"ROUSE, Mr Richard Henry",55,"3rd Class Passenger","3594£8 1s","Southampton","Farm Labourer",""
"ROUSSEAU, Mr Pierre",48,"Restaurant Staff","","Southampton","Chef",""
"ROWE, Mr Alfred G.",59,"1st Class Passenger","113790£26 11s","Southampton","Landowner","[109]"
"ROWE, Mr Edgar Maurice",31,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"RUDD, Mr Henry",24,"Engineering Crew","","Southampton","Engineers' storekeeper","[86]"
"RUSH, Mr Alfred George John",17,"3rd Class Passenger","20589£8 1s","Southampton","Porter",""
"RUSSELL, Mr Boysie Richard",17,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"RUTTER, Mr Sidney Frank",26,"Engineering Crew","","Southampton","Fireman",""
"RYAN, Mr Patrick",32,"3rd Class Passenger","371110£24 3s","Queenstown","General Labourer",""
"RYAN, Mr Thomas",28,"Victualling Crew","","Southampton","Steward",""
"RYERSON, Mr Arthur Larned",61,"1st Class Passenger","17608£262 7s 6d","Cherbourg","",""
"SAAD, Mr Amin Houssein",30,"3rd Class Passenger","2671£7 4s 7d","Cherbourg","Farm Labourer",""
"SACCAGGI, Mr Giovanni Giuseppe Emilio",24,"Restaurant Staff","","Southampton","Assistant Waiter",""
"SADLIER, Mr Matthew",19,"3rd Class Passenger","367655£7 14s 7d","Queenstown","Farm Labourer",""
"SADOWITZ, Mr Henry",16,"3rd Class Passenger","1855£7 11s 10d","Southampton","Fur Cutter",""
"SAGE, Mr John George",44,"3rd Class Passenger","2343£69 11s","Southampton","Tradesman",""
"SAGE, Mrs Annie Elizabeth",44,"3rd Class Passenger","2343£69 11s","Southampton","",""
"SAGE, Miss Stella Anne",20,"3rd Class Passenger","2343£69 11s","Southampton","Dressmaker / Couturiere",""
"SAGE, Mr George John",19,"3rd Class Passenger","2343£69 11s","Southampton","Barman",""
"SAGE, Mr Douglas Bullen",18,"3rd Class Passenger","2343£69 11s","Southampton","Baker",""
"SAGE, Mr Frederick",16,"3rd Class Passenger","2343£69 11s","Southampton","Cook",""
"SAGE, Miss Dorothy Florence",14,"3rd Class Passenger","2343£69 11s","Southampton","Scholar",""
"SAGE, Master Anthony William",12,"3rd Class Passenger","2343£69 11s","Southampton","","[67]"
"SAGE, Miss Elizabeth Ada",10,"3rd Class Passenger","2343£69 11s","Southampton","",""
"SAGE, Miss Constance Gladys",7,"3rd Class Passenger","2343£69 11s","Southampton","",""
"SAGE, Master Thomas Henry",5,"3rd Class Passenger","2343£69 11s","Southampton","",""
"SALANDER, Mr Karl Johan",24,"3rd Class Passenger","7266£9 6s 6d","Southampton","General Labourer",""
"SALONEN, Mr Johan Werner",29,"3rd Class Passenger","3101296£7 18s 6d","Southampton","General Labourer",""
"SALUSSOLIA, Mr Govanni",25,"Restaurant Staff","","Southampton","Glass Man",""
"SAMAAN, Mr Hanna Elias",40,"3rd Class Passenger","2662£21 13s 7d","Cherbourg","General Labourer",""
"SAMAAN, Mr Elias",17,"3rd Class Passenger","2662£21 13s 7d","Cherbourg","General Labourer",""
"SAMAAN, Mr Youssef",16,"3rd Class Passenger","2662£21 13s 7d","Cherbourg","General Labourer",""
"SAMUEL, Mr Owen Wilmore",47,"Victualling Crew","","Southampton","Saloon Steward (2nd class)","[217]"
"SANGSTER, Mr Charles Edward",30,"Engineering Crew","","Southampton","Fireman",""
"SARTORI, Sig. Lazar",24,"Restaurant Staff","","Southampton","Assistant Glass Man",""
"SAUNDERCOCK, Mr William Henry",19,"3rd Class Passenger","2151£8 1s","Southampton","Miner",""
"SAUNDERS, Mr F.",22,"Engineering Crew","","Southampton","Fireman",""
"SAUNDERS, Mr Walter Ernest",25,"Engineering Crew","","Southampton","Trimmer","[184]"
"SAUNDERS, Mr William Henry",31,"Engineering Crew","","Southampton","Fireman",""
"SAUNDERS, Mr William Ernest",32,"Victualling Crew","","Southampton","Saloon Steward",""
"SAWYER, Mr Frederick Charles",24,"3rd Class Passenger","342826£8 1s","Southampton","Gardener","[284]"
"SAWYER, Mr Robert James",31,"Deck Crew","","Southampton","Window Cleaner",""
"SCANLAN, Mr James",20,"3rd Class Passenger","36209£7 14s 6d","Queenstown","",""
"SCAVINO, Sig. Candido",42,"Restaurant Staff","","Southampton","Carver",""
"SCHMIDT, Mr Augustus",22,"2nd Class Passenger","248659£13","Southampton","",""
"SCOTT, Mr Archibald",47,"Engineering Crew","","Southampton","Fireman",""
"SCOTT, Mr John",20,"Victualling Crew","","Southampton","Assistant boots steward (1st Class)",""
"SCOVELL, Mr Robert",55,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"SDYCOFF, Mr Todor",42,"3rd Class Passenger","349222£7 17s 11d","Southampton","",""
"SEDGWICK, Mr Charles Frederick Waddington",28,"2nd Class Passenger","244361£13","Southampton","",""
"SEDUNARY, Mr Samuel Francis",25,"Victualling Crew","","Southampton","Second third class steward",""
"SELF, Mr Alfred Henry",39,"Engineering Crew","","Southampton","Greaser",""
"SEMAN, Master Betros",10,"3rd Class Passenger","2622£4 3d","Cherbourg","",""
"SESIA, Sig. Giacomo",24,"Restaurant Staff","","Southampton","Waiter",""
"SHANNON, Mr Andrew John",35,"3rd Class Passenger",370160,"Southampton","Seaman",""
"SHARP, Mr Percival",29,"2nd Class Passenger","244358£26","Southampton","",""
"SHAUGHNESSY, Mr Patrick",25,"3rd Class Passenger","370374£7 15s","Queenstown","Farm Labourer",""
"SHAW, Mr Henry",41,"Victualling Crew","","Southampton","Kitchen Porter",""
"SHEA, Mr Thomas",32,"Engineering Crew","","Southampton","Fireman",""
"SHEA, Mr John Joseph",39,"Victualling Crew","","Belfast","Saloon Steward (1st class)","[11]"
"SHELLARD, Mr Frederick Blainey",55,"3rd Class Passenger","6212£15 2s","Southampton","Painter & Decorator",""
"SHEPHERD, Mr Jonathan",32,"Engineering Crew","","Southampton","Junior Assistant 2nd. Engineer",""
"SHIHĀB, Mr Al-Amīr Fāris",26,"3rd Class Passenger","2631£7 4s 6d","Cherbourg","General Labourer",""
"SHILLABEER, Mr Charles Frederick",19,"Engineering Crew","","Southampton","Trimmer","[195]"
"SHORNEY, Mr Charles Joseph",22,"3rd Class Passenger","374910£8 1s","Southampton","Valet",""
"SIEBERT, Mr Sidney Conrad",29,"Victualling Crew","","Belfast","Bed Room Steward",4
"SIHVOLA, Mr Antti Wiljam",21,"3rd Class Passenger","3101280£7 18s 6d","Southampton","General Labourer",""
"SILVEY, Mr William Baird",51,"1st Class Passenger","13507£55 18s","Cherbourg","Businessman",""
"SIMMONS, Mr John",40,"3rd Class Passenger","392082£8 1s","Southampton","General Labourer",""
"SIMMONS, Mr Frederick Charles",24,"Victualling Crew","","Southampton","Saloon Steward",""
"SIMMONS, Mr William Simon Catcott",37,"Victualling Crew","","Southampton","Passage Cook",""
"SIMPSON, Dr John Edward",37,"Deck Crew","","Southampton","Assistant Surgeon",""
"SIRAGANIAN, Mr Arsen",22,"3rd Class Passenger","2669£7 4s 7d","Cherbourg","Farmer",""
"SIROTA, Mr Morris",19,"3rd Class Passenger","392092£8 1s","Southampton","Tailor",""
"SIVIĆ, Mr Husein",40,"3rd Class Passenger","349251£7 17s 11d","Southampton","General Labourer",""
"SIVIER, Mr William",23,"Victualling Crew","","Southampton","Steward (3rd Class)",""
"SJÖSTEDT, Mr Ernst Adolf",59,"2nd Class Passenger","237442£13 10s","Southampton","",""
"SKEATES, Mr William",23,"Engineering Crew","","Southampton","Trimmer",""
"SKINNER, Mr Edward",41,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"SKOOG, Mr Wilhelm Johansson",40,"3rd Class Passenger","347088£27 18s","Southampton","General Labourer",""
"SKOOG, Mrs Anna Bernhardina",43,"3rd Class Passenger","347088£27 18s","Southampton","",""
"SKOOG, Master Karl Thorsten",11,"3rd Class Passenger","347088£27 18s","Southampton","",""
"SKOOG, Master Harald",5,"3rd Class Passenger","347088£27 18s","Southampton","",""
"SKOOG, Miss Mabel",9,"3rd Class Passenger","347088£27 18s","Southampton","",""
"SKOOG, Miss Margit Elizabeth",2,"3rd Class Passenger","347088£27 18s","Southampton","",""
"SLABENOFF, Mr Petco",42,"3rd Class Passenger","349214£7 17s 11d","Southampton","General Labourer",""
"SLEMEN, Mr Richard James",35,"2nd Class Passenger","28206£10 10s","Southampton","Journeyman carpenter",""
"SLIGHT, Mr Harry John",33,"Victualling Crew","","Southampton","3rd Class Steward",""
"SLIGHT, Mr William Henry James",36,"Victualling Crew","","Belfast","Larder Cook",""
"SLOAN, Mr Peter",31,"Engineering Crew","","Belfast","Chief Electrician",""
"SLOCOVSKI, Mr Selman Francis",20,"3rd Class Passenger","392086£8 1s","Southampton","Merchant",""
"SMALL, Mr William McMillan",42,"Engineering Crew","","Southampton","Leading Fireman",""
"SMART, Mr John Montgomery",56,"1st Class Passenger","113792£26 11s","Southampton","",""
"SMILJANIĆ, Mr Mile",37,"3rd Class Passenger","315037£8 13s 3d","Southampton","Farm Labourer",""
"SMILLIE, Mr John Downing",28,"Victualling Crew","","Belfast","Saloon Steward","[91]"
"SMITH, Captain Edward John",62,"Deck CrewTitanic Officers","","Southampton","Master",""
"SMITH, Mr James Clinch",56,"1st Class Passenger","17764£30 13s 11d","Cherbourg","Military",""
"SMITH, Mr Richard William",57,"1st Class Passenger","113056£26","Southampton","",""
"SMITH, Mr Lucian Philip",24,"1st Class Passenger","13695£60","Cherbourg","",""
"SMITH, Mr William",26,"Deck Crew","","Southampton","Seaman",""
"SMITH, Mr Ernest George",27,"Engineering Crew","","Southampton","Trimmer",""
"SMITH, Mr James Muil",39,"Engineering Crew","","Belfast","Junior 4th. Engineer",""
"SMITH, Mr John Richard Jago",35,"Victualling CrewPostal Clerk","","Southampton","Postal Clerk / Postman",""
"SMITH, Mr Charles Henry James",45,"Victualling Crew","","Southampton","Kitchen Porter",""
"SMITH, Mr Charles Edwin",38,"Victualling Crew","","Southampton","2nd Class Bedroom Steward","[329]"
"SMITH, Mr James William",24,"Victualling Crew","","Southampton","Assistant baker",""
"SMITH, Mr Reginald George",33,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"SMITHER, Mr Harry James",22,"Engineering Crew","","Southampton","Fireman",""
"SMYTH, Mr Thomas",26,"3rd Class Passenger","384461£7 15s","Queenstown","",""
"SNAPE, Mrs Lucy Violet",22,"Victualling Crew","","Southampton","Stewardess",""
"SNELLGROVE, Mr George",41,"Engineering Crew","","Southampton","Fireman",""
"SNOOK, Mr William Henry",25,"Engineering Crew","","Southampton","Trimmer",""
"SOBEY, Mr Samuel James Hayden",25,"2nd Class Passenger","29178£13","Southampton","Quarryman",""
"SOMERTON, Mr Francis William",30,"3rd Class Passenger","18509£8 1s","Southampton","",""
"SPECTOR, Mr Woolf",23,"3rd Class Passenger","3236£8 1s","Southampton","Cabinet Maker",""
"SPENCER, Mr William Augustus",57,"1st Class Passenger","17569£146 10s 5d","Cherbourg","",""
"SPINNER, Mr Henry John",31,"3rd Class Passenger","369943£8 1s","Southampton","Glove Cutter",""
"STAGG, Mr John Henry",38,"Victualling Crew","","Southampton","Saloon Steward",""
"STANBROOK, Mr Augustus George",31,"Engineering Crew","","Southampton","Fireman","[316]"
"STANEFF, Mr Ivan",23,"3rd Class Passenger","349208£7 17s 11d","Southampton","General Labourer",""
"STANKOVIĆ, Mr Ivan",33,"3rd Class Passenger","349239£8 13s 9d","Cherbourg","General Labourer",""
"STANLEY, Mr Rowland Edwin",22,"3rd Class Passenger","45380£8 1s","Southampton","Porter",""
"STANTON, Mr Samuel Ward",42,"2nd Class Passenger","237734£15 11d","Cherbourg","Artist",""
"STEAD, Mr William Thomas",62,"1st Class Passenger","113514£26 11s","Southampton","Journalist",""
"STEBBINGS, Mr Sydney Frederick",36,"Victualling Crew","","Belfast","Chief Boots Steward (1st Class)",""
"STEEL, Mr Robert Edward",29,"Engineering CrewSubstitute Crew","","Southampton","Trimmer",""
"STEWART, Mr Albert Ankeny",64,"1st Class Passenger","17605£27 14s 5d","Cherbourg","Businessman",""
"STOCKER, Mr Henry Dorey",20,"Engineering Crew","","Southampton","Trimmer",""
"STOKES, Mr Philip Joseph",24,"2nd Class Passenger","13540£10 10s","Southampton","Bricklayer","[81]"
"STONE, Mr Edmund",33,"Victualling Crew","","Southampton","1st Class Bedroom Steward","[41]"
"STONE, Mr Edward Thomas",29,"Victualling Crew","","Southampton","Bedroom Steward (2nd class)","[243]"
"STOREY, Mr Thomas",59,"3rd Class Passenger",370160,"Southampton","Seaman","[261]"
"STOYTCHEFF, Mr Ilia",19,"3rd Class Passenger","349205£7 17s 11d","Southampton","General Labourer",""
"STRANDBERG, Miss Ida Sofia",22,"3rd Class Passenger","7553£9 16s 9d","Southampton","",""
"STRAUS, Mr Isidor",67,"1st Class Passenger","17483£221 15s 7d","Southampton","Businessman","[96]"
"STRAUS, Mrs Rosalie Ida",63,"1st Class Passenger","17483£221 15s 7d","Southampton","",""
"STRILIĆ, Mr Ivan",26,"3rd Class Passenger","315083£8 13s 3d","Southampton","Farmer",""
"STRÖM, Mrs Elna Matilda",29,"3rd Class Passenger","347054£10 9s 3d","Southampton","",""
"STRÖM, Miss Telma Matilda",2,"3rd Class Passenger","347054£10 9s 3d","Southampton","",""
"STROUD, Mr Edward Alfred Orlando",19,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"STROUD, Mr Harry John",35,"Victualling Crew","","Southampton","Saloon Steward",""
"STRUGNELL, Mr John Herbert",34,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"STUBBINGS, Mr Harry Robert",31,"Victualling Crew","","Belfast","2nd. Class Cook",""
"STUBBS, Mr James Henry",28,"Engineering Crew","","Southampton","Fireman",""
"SUTEHALL, Mr Henry",25,"3rd Class Passenger","392076£7 1s","Southampton","Coach Trimmer",""
"SUTTON, Mr Frederick",61,"1st Class Passenger","36963£32 6s 5d","Southampton","Property Developer / Real Estate","[46]"
"SVENSSON, Mr Olof",24,"3rd Class Passenger","350035£7 15s 11d","Southampton","Farmer",""
"SVENSSON, Mr Johan",74,"3rd Class Passenger","347060£7 15s 6d","Southampton","",""
"SWAN, Mr William",48,"Victualling Crew","","Belfast","1st Class Bedroom Steward",""
"SWANE, Mr George",19,"2nd Class PassengerServant","248734£13","Southampton","Chauffeur","[294]"
"SWEET, Mr George Frederick",14,"2nd Class Passenger","220845£65","Southampton","Farm Labourer",""
"SYMONDS, Mr John Crane",44,"Victualling Crew","","Belfast","Saloon Steward",""
"SÆTHER, Mr Simon Sivertsen",43,"3rd Class Passenger","3101262£7 5s","Southampton","Miner","[32]"
"SØHOLT, Mr Peter Andreas Lauritz Andersen",19,"3rd Class Passenger","348124£7 13s","Southampton","Carpenter / Joiner",""
"TALBOT, Mr George Frederick Charles",20,"Victualling Crew","","Southampton","Steward","[150]"
"TAMLYN, Mr Frederick",23,"Deck Crew","","Southampton","Mess Steward (Deck Dept.)","[123]"
"TANNŪS, Mr Bashīr",30,"3rd Class Passenger","2621£6 8s 9d","Cherbourg","Dealer",""
"ṬANNŪS, Mr Ṭannūs Ḥannā Mu'awwad",16,"3rd Class Passenger","2684£7 4s 6d","Cherbourg","Scholar",""
"ṬANNŪS MU'AWWAD, Mr Ḥannā",34,"3rd Class Passenger","2681£6 8s 9d","Cherbourg","Dealer",""
"TAUSSIG, Mr Emil",54,"1st Class Passenger","110413£79 13s","Southampton","Manufacturer",""
"TAYLOR, Mr Percy Cornelius",40,"2nd Class PassengerMusician",250654,"Southampton","Musician",""
"TAYLOR, Mr Charles William Frederick",35,"Deck Crew","","Southampton","Able-bodied Seaman",""
"TAYLOR, Mr J.",42,"Engineering Crew","","Southampton","Fireman",""
"TAYLOR, Mr John Henry",49,"Engineering Crew","","Southampton","Fireman",""
"TAYLOR, Mr Bernard Cuthbert",22,"Victualling Crew","","Southampton","3rd Class Steward",""
"TAYLOR, Mr Leonard",19,"Victualling Crew","","Southampton","Turkish Bath Attendant",""
"TAYLOR, Mr William John",31,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"TERRELL, Mr Bertram",19,"Deck Crew","","Southampton","Seaman",""
"TESTONI, Sig. Ercole",23,"Restaurant Staff","","Southampton","Assistant Glass Man",""
"TEUTON, Mr Thomas Moore",35,"Victualling Crew","","Southampton","Saloon Steward","[226]"
"THALER, Mr Montague Donald",17,"Victualling Crew","","Southampton","Steward (3rd Class)",""
"THAYER, Mr John Borland",49,"1st Class Passenger","17421£110 17s 8d","Cherbourg","Businessman",""
"THEOBALD, Mr Thomas Leonard",34,"3rd Class Passenger","363294£8 1s","Southampton","Groom","[176]"
"THOMAS, Mr Joseph Wakefield",23,"Engineering Crew","","Southampton","Fireman",""
"THOMPSON, Mr Alexander Mellis",36,"3rd Class Passenger","32302£8 1s","Southampton","Mason",""
"THOMPSON, Mr Herbert Henry",25,"Victualling Crew","","Belfast","2nd (Assistant) Storekeeper",""
"THORLEY, Mr William Gordon",41,"Victualling Crew","","Southampton","Cook",""
"THORN, Mr Harry",25,"Victualling Crew","","Southampton","Assistant Ship's Cook",""
"THORNEYCROFT, Mr Percival",36,"3rd Class Passenger","376564£16 2s","Southampton","General Labourer",""
"TIETZ, Sig. Carlo/Karl",27,"Restaurant Staff","","Southampton","Kitchen Porter",""
"TIKKANEN, Mr Juho",32,"3rd Class Passenger","3101293£7 18s 6d","Southampton","General Labourer",""
"TIZARD, Mr Arthur Leopold",31,"Engineering Crew","","Southampton","Fireman",""
"TOBIN, Mr Roger",20,"3rd Class Passenger","383121£7 15s","Queenstown","Farmer",""
"TODOROFF, Mr Lalio",23,"3rd Class Passenger","349216£7 17s 11d","Southampton","General Labourer",""
"TOMLIN, Mr Ernest Portage",21,"3rd Class Passenger","364499£8 1s","Southampton","Scholar","[50]"
"TOPP, Mr Thomas",27,"Victualling Crew","","Southampton","2nd Butcher",""
"TÖRBER, Mr Ernst Wilhelm",41,"3rd Class Passenger","364511£8 1s","Southampton","Florist",""
"TORFA, Mr Assad",20,"3rd Class Passenger","2673£7 4s 7d","Cherbourg","Farm Labourer",""
"TOSHACK, Mr James Adamson",30,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"TOTEVSKI, Mr Hristo Danchev",25,"3rd Class Passenger","349203£7 17s 11d","Southampton","General Labourer",""
"TOZER, Mr James",32,"Engineering Crew","","Southampton","Greaser",""
"TROUPIANSKY, Mr Moses Aaron",23,"2nd Class Passenger","233639£13","Southampton","Shop Assistant",""
"TU'MAH AL-SAYQALĪ, Mr Assāf Jirjis",29,"3rd Class Passenger","2692£7 4s 6d","Cherbourg","Farm Labourer",""
"TURČIN, Mr Stjepan",36,"3rd Class Passenger","349247£7 17s 11d","Southampton","General Labourer",""
"TURLEY, Mr Richard",37,"Engineering Crew","","Belfast","Fireman",""
"TURNER, Mr George Frederick",42,"Victualling Crew","","Southampton","Stenographer",""
"TURNER, Mr Leopold Olerenshaw",28,"Victualling Crew","","Belfast","Saloon Steward (1st class)","[23]"
"TURPIN, Mr William John",29,"2nd Class Passenger","11668£21","Southampton","Carpenter / Joiner",""
"TURPIN, Mrs Dorothy Ann",26,"2nd Class Passenger","11668£21","Southampton","Housewife",""
"TURVEY, Mr Charles Thomas",17,"Restaurant Staff","","Southampton","Page Boy",""
"URBINI, Sig. Roberto",20,"Restaurant Staff","","Southampton","Waiter",""
"URUCHURTU, Mr Manuel Ramirez",39,"1st Class Passenger","17601£27 14s 5d","Cherbourg","Lawyer",""
"VALVASSORI, Mr Ettore Luigi",35,"Restaurant Staff","","Southampton","Waiter",""
"VAN BILLIARD, Mr Austin Blyler",35,"3rd Class Passenger","851£14 10s","Southampton","","[255]"
"VAN BILLIARD, Master James William",10,"3rd Class Passenger","851£14 10s","Southampton","",""
"VAN BILLIARD, Master Walter John",9,"3rd Class Passenger","851£14 10s","Southampton","","[1]"
"VAN DE VELDE, Mr Johannes Josef",35,"3rd Class Passenger","345780£9 10s","Southampton","Farmer",""
"VAN DEN STEEN, Mr Leo Peter",28,"3rd Class Passenger","345783£9 10s","Southampton","Farmer",""
"VAN DER BRUGGE, Mr Wessel Adrianus",38,"Engineering Crew","","Southampton","Fireman",""
"VAN DER HOEF, Mr Wyckoff",61,"1st Class Passenger","111240£33 10s","Belfast","Businessman","[245]"
"VAN IMPE, Mr Jean Baptiste",36,"3rd Class Passenger","345773£24 3s","Southampton","Farmer",""
"VAN IMPE, Mrs Rosalie Paula",30,"3rd Class Passenger","345773£24 3s","Southampton","",""
"VAN IMPE, Miss Catharina",10,"3rd Class Passenger","345773£24 3s","Southampton","",""
"VAN MELCKEBEKE, Mr Philemon",23,"3rd Class Passenger","345777£9 10s","Southampton","Farmer",""
"VANDERCRUYSSEN, Mr Victor",46,"3rd Class Passenger","345765£9","Southampton","Farmer",""
"VANDERPLANCKE, Mr Julius",31,"3rd Class Passenger","345763£18","Southampton","Farmer",""
"VANDERPLANCKE, Mrs Emelie Maria",31,"3rd Class Passenger","345763£18","Southampton","",""
"VANDERPLANCKE, Miss Augusta Maria",18,"3rd Class Passenger","345763£18","Southampton","Servant",""
"VANDERPLANCKE, Mr Leo Edmondus",15,"3rd Class Passenger","345763£18","Southampton","Farm Labourer",""
"VANDEWALLE, Mr Nestor Cyriel",28,"3rd Class Passenger","345770£9 10s","Southampton","Merchant",""
"VEAL, Mr James",40,"2nd Class Passenger","28221£13","Southampton","",""
"VEAL, Mr Arthur",36,"Engineering Crew","","Southampton","Greaser",""
"VEAL, Mr Thomas Henry Edom",38,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"VEAR, Mr Henry",33,"Engineering Crew","","Southampton","Fireman",""
"VEAR, Mr William",34,"Engineering Crew","","Southampton","Fireman","[59]"
"VESTRÖM, Miss Hulda Amanda Adolfina",14,"3rd Class Passenger","350406£7 17s 1d","Southampton","Servant",""
"VICAT, Sig. Alphonse Jean Eugene",21,"Restaurant Staff","","Southampton","Cook",""
"VILLVARLANGE, Mr Pierre Léon Gabriel",19,"Restaurant Staff","","Southampton","Assistant Soup Cook",""
"VINE, Mr Herbert Thomas Gordon",17,"Restaurant Staff","","Southampton","Assistant Restaurant Controller",""
"VIONI, Sig. Roberto",25,"Restaurant Staff","","Southampton","Waiter",""
"VÖGELIN-DUBACH, Sig. Johannes",35,"Restaurant Staff","","Southampton","Coffee Man",""
"VOVK, Mr Janko",21,"3rd Class Passenger","349252£7 17s 11d","Southampton","General Labourer",""
"VULCHEV, Mr Minko Anghelov",26,"3rd Class Passenger","349202£7 17s 11d","Southampton","General Labourer",""
"WAELENS, Mr Achille",22,"3rd Class Passenger","345767£9","Southampton","Farm Labourer","[140]"
"WAKE, Mr Percy",37,"Victualling Crew","","Southampton","Assistant baker",""
"WALKER, Mr William Anderson",48,"1st Class Passenger","36967£34 5d","Southampton","",""
"WALLIS, Mrs Catherine Jane",36,"Victualling Crew","","Southampton","Matron",""
"WALPOLE, Mr James",48,"Victualling Crew","","Belfast","Chief Pantryman Steward",""
"WALSH, Kate",42,"Victualling Crew","","Southampton","Stewardess",""
"WARD, Mr Arthur",23,"Engineering Crew","","Belfast","Junior Assistant 4th. Engineer",""
"WARD, Mr James William",31,"Engineering Crew","","Southampton","Leading Fireman",""
"WARD, Mr Edward Bryon",34,"Victualling Crew","","Belfast","Bed Room Steward",""
"WARD, Mr Percy Thomas",40,"Victualling Crew","","Belfast","Bedroom Steward (1st Class)",""
"WARDNER, Mr Fred Albert",40,"Engineering Crew","","Southampton","Fireman",""
"WARE, Mr John James",46,"2nd Class Passenger","31352£21","Southampton","Carpenter / Joiner",""
"WARE, Mr William Jeffery",22,"2nd Class Passenger","28666£10 10s","Southampton","",""
"WARE, Mr Frederick",35,"3rd Class Passenger","359309£8 1s","Southampton","Motor Fitter",""
"WAREHAM, Mr Robert Arthur",37,"Victualling Crew","","Belfast","Bed Room Steward","[246]"
"WARREN, Mr Frank Manley",63,"1st Class Passenger","110813£75 5s","Cherbourg","",""
"WARREN, Mr Charles William",31,"3rd Class Passenger","49867£7 11s","Southampton","Bricklayer",""
"WARWICK, Mr Tom",25,"Victualling Crew","","Southampton","Saloon Steward",""
"WATERIDGE, Mr Edward Lewis",26,"Engineering Crew","","Southampton","Fireman",""
"WATSON, Mr Ennis Hastings",18,"2nd Class PassengerH&W Guarantee Group",239856,"Belfast","Apprentice Electrician",""
"WATSON, Mr William",27,"Engineering Crew","","Southampton","Fireman","[158]"
"WATSON, Mr William Albert",14,"Victualling Crew","","Southampton","Bell Boy",""
"WAZNAH, Mr Yūsuf Ahmad",23,"3rd Class Passenger","2647£7 4s 6d","Cherbourg","Farmer",""
"WEATHERSTON, Mr Thomas Herbert",25,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"WEBB, Mr Samuel Francis",28,"Engineering Crew","","Southampton","Trimmer",""
"WEBB, Mr Brook Holden",50,"Victualling Crew","","Belfast","Smoke Room Steward (1st class)",""
