id,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
620,"HOLD, Mr Stephen",44,2nd Class Passenger,26707£26,Southampton,Clerk,
621,"HOLLAND, Mr Thomas",28,Victualling Crew,,Belfast,Reception Steward,
622,"HOLLOWAY, Mr Sidney",24,Victualling Crew,,Southampton,Assistant clothes presser steward,[273]
623,"HOLM, Mr John Fredrik Alexander",43,3rd Class Passenger,7075£6 9s,Southampton,Seaman,
624,"HOLMAN, Mr Harry",29,Deck Crew,,Belfast,Able Seaman,
625,"HOLTEN, Mr Johan Martin",18,3rd Class Passenger,4001£22 10s 6d,Southampton,Seaman,
626,"HOLVERSON, Mr Alexander Oskar",42,1st Class Passenger,113789£52,Southampton,,[38]
627,"HOOD, Mr Ambrose",21,2nd Class Passenger,14879£73 10s,Southampton,,
628,"HOPGOOD, Mr Roland John C.",29,Engineering Crew,,Southampton,Fireman,
629,"HOPKINS, Mr Frederick William",14,Victualling Crew,,Southampton,Plate Steward,
630,"HORGAN, Mr John",22,3rd Class Passenger,370377£7 15s,Queenstown,General Labourer,
631,"HOSGOOD, Mr Richard William",22,Engineering CrewSubstitute Crew,,Southampton,Fireman,[242]
632,"HOSKING, Mr George Fox",36,Engineering Crew,,Belfast,Senior 3rd. Engineer,
633,"HOUSE, Mr William Charles",45,Victualling Crew,,Belfast,Saloon Steward (1st class),
634,"HOWARD, Mr Benjamin",63,2nd Class Passenger,24065£26,Southampton,Retired,
635,"HOWARD, Mrs Ellen Truelove",61,2nd Class Passenger,24065£26,Southampton,,
636,"HOWELL, Mr Arthur Albert",31,Victualling Crew,,Belfast,Saloon Steward (1st class),[319]
637,"HOYT, Mr William Fisher",43,1st Class Passenger,17600£30 13s 11d,Cherbourg,Businessman,14
638,"HUGHES, Mr William Thomas",34,Victualling Crew,,Southampton,Assistant Second Steward (1st Class),
639,"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",42,3rd Class Passenger,348121£7 13s,Southampton,Farmer,[120]
640,"HUMBY, Mr Frederick",17,Victualling Crew,,Southampton,Plate Steward (2nd Class),
641,"HUME, Mr John Law",21,2nd Class PassengerMusician,250654,Southampton,Musician,[193]
642,"HUMPHREYS, Mr Humphrey",31,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
643,"HUNT, Mr George Henry",34,2nd Class Passenger,1585£12 5s 6d,Southampton,Gardener,
644,"HUNT, Mr Tom",27,Engineering Crew,,Southampton,Fireman,
645,"HURST, Mr Charles John",40,Engineering Crew,,Southampton,Fireman,
646,"HUTCHINSON, Mr John Hall",28,Deck Crew,,Belfast,Carpenter / Joiner,
647,"HUTCHISON, Mr James",31,Victualling Crew,,Southampton,Vegetable Cook,[250]
648,"IBRĀHĪM, Mr Husayn Mahmūd Husayn",11,3rd Class Passenger,2699£18 15s 9d,Cherbourg,,
649,"IBRĀHĪM-SHAWAH, Mr Yūsuf Hānī",33,3rd Class Passenger,2627£14 9s 2d,Cherbourg,,
650,"IDE, Mr Harry John",31,Victualling Crew,,Southampton,1st Class Bedroom Steward,
651,"ILIEV, Mr Ilyo",32,3rd Class Passenger,349220£7 17s 11d,Southampton,General Labourer,
652,"ILMAKANGAS, Miss Ida Livija",17,3rd Class Passenger,3101270£7 18s 6d,Southampton,Servant,
653,"ILMAKANGAS, Miss Pieta Sofia",25,3rd Class Passenger,3101271£7 18s 6d,Southampton,Servant,
654,"INGRAM, Mr George",19,Engineering Crew,,Southampton,Trimmer,[204]
655,"INGROUILLE, Mr Henry",21,Victualling Crew,,Southampton,Steward,
656,"INGS, Mr William Ernest",20,Victualling Crew,,Southampton,Scullion,
657,"INSTANCE, Mr Thomas",31,Engineering Crew,,Southampton,Fireman,
658,"ISHAM, Miss Ann Elizabeth",50,1st Class Passenger,17595£28 14s 3d,Cherbourg,,
659,"IVYANOV, Mr Kostya",20,3rd Class Passenger,349201£7 17s 11d,Southampton,General Labourer,
660,"JABBUR (ZABOUR), Miss Thamine",19,3rd Class Passenger,2665£14 9s 1d,Cherbourg,Housekeeper,
661,"JABBUR (ZABOUR), Miss Hileni",16,3rd Class Passenger,2665£14 9s 1d,Cherbourg,Housekeeper,[328]
662,"JACKOPSON, Mr John Henry",30,Engineering Crew,,Southampton,Fireman,
663,"JACKSON, Mr Cecil",22,Victualling Crew,,Belfast,Assistant boots steward (1st class),
664,"JACOBSEN, Mrs Gunhilde Oline 'Lena'",63,3rd Class Passenger,65305£8 2s 3d,Southampton,,
665,"JACOBSOHN, Mr Sidney Samuel",42,2nd Class Passenger,243847£27,Southampton,Lawyer,
666,"JAGO, Mr Joseph",59,Engineering Crew,,Southampton,Greaser,
667,"JAILLET, Mr Henri Marie",38,Restaurant Staff,,Southampton,Pastry Cook (Restaurant),[277]
668,"JAMES, Mr Thomas",27,Engineering Crew,,Southampton,Fireman,
669,"JANAWAY, Mr William Frank",35,Victualling Crew,,Belfast,Bed Room Steward,
670,"JANIN, Mr Claude Marie",29,Restaurant Staff,,Southampton,Soup Cook,
671,"JARDIM, Mr José Neto",21,3rd Class Passenger,3101305£7 1s,Southampton,General Labourer,
672,"JARVIS, Mr Denzil John",46,2nd Class Passenger,237565£15,Southampton,Engineer,
673,"JEFFERY, Mr William Alfred",28,Restaurant Staff,,Southampton,A la carte restaurant controller,
674,"JEFFERYS, Mr Clifford Thomas",24,2nd Class Passenger,31029£31 10s,Southampton,Granite Cutter,
675,"JEFFERYS, Mr Ernest Wilfred",21,2nd Class Passenger,31029£31 10s,Southampton,Granite Cutter,
676,"JENKIN, Mr Stephen Curnow",32,2nd Class Passenger,33111£10 10s,Southampton,Miner,
677,"JENNER, Mr Thomas Henry (Harry)",55,Victualling Crew,,Belfast,Saloon Steward,
678,"JENSEN, Mr Hans Peder",20,3rd Class Passenger,350050£7 17s 1d,Southampton,,
679,"JENSEN, Mr Svend Lauritz",16,3rd Class Passenger,350047£7 17s 1d,Southampton,Farmer,
680,"JENSEN, Mr Niels Rasmus",48,3rd Class Passenger,350048£7 1s 1d,Southampton,Farmer,
681,"JENSEN, Mr Charles Valdemar",24,Victualling Crew,,Southampton,Saloon Steward,
682,"JOAS, Mr Nicolas",39,Engineering Crew,,Southampton,Fireman,
683,"JOHANSON, Mr Jakob Alfred",34,3rd Class Passenger,3101264£6 9s 11d,Southampton,General Labourer,[143]
684,"JOHANSSON, Mr Nils",30,3rd Class Passenger,347467£7 17s 1d,Southampton,General Labourer,
685,"JOHANSSON, Mr Erik",22,3rd Class Passenger,350052£7 15s 11d,Southampton,General Labourer,[156]
686,"JOHANSSON, Mr Gustaf Joël",33,3rd Class Passenger,7540£8 13s 1d,Southampton,,[285]
687,"JOHANSSON, Mr Karl Johan",31,3rd Class Passenger,347063£7 15s 6d,Southampton,,
688,"JOHNSON, Mr August",49,3rd Class Passenger,370160,Southampton,Seaman,
689,"JOHNSON, Mr William Cahoone",19,3rd Class Passenger,370160,Southampton,Seaman,
690,"JOHNSON, Mr Malkolm Joackim",33,3rd Class Passenger,347062£7 15s 6d,Southampton,General Labourer,[37]
691,"JOHNSTON, Mr Andrew Emslie",35,3rd Class Passenger,6607£23 9s,Southampton,Plumber,
692,"JOHNSTON, Mrs Eliza",36,3rd Class Passenger,6607£23 9s,Southampton,,
693,"JOHNSTON, Master William Andrew",8,3rd Class Passenger,6607£23 9s,Southampton,,
694,"JOHNSTON, Miss Catherine Nellie",7,3rd Class Passenger,6607£23 9s,Southampton,,
695,"JONES, Mr Charles Cresson",46,1st Class Passenger,694£26,Southampton,Estate Manager,[80]
696,"JONES, Mr Albert Hugh Brabner",17,Victualling Crew,,Southampton,Saloon Steward (2nd class),
697,"JONES, Mr Arthur Ernest",37,Victualling Crew,,Southampton,Plate Steward (2nd Class),
698,"JONES, Mr Harry Owen Glendower",36,Victualling Crew,,Southampton,Roast Cook,
699,"JONES, Mr Victor Reginald",20,Victualling Crew,,Southampton,Saloon Steward (1st class),
700,"JÖNSSON, Mr Nils Hilding",27,3rd Class Passenger,350408£7 17s 1d,Southampton,General Labourer,
701,"JOUANNAULT, Mr Georges Jules",24,Restaurant Staff,,Southampton,Assistant Sauce Cook,
702,"JUKES, Mr Henry James",38,Engineering Crew,,Southampton,Greaser,
703,"JULIAN, Mr Henry Forbes",50,1st Class Passenger,113044£26,Southampton,Metallurgist,
704,"JUPE, Mr Boylett Herbert",30,Engineering Crew,,Southampton,Electrician,[73]
705,"JUSSILA, Miss Katriina",20,3rd Class Passenger,4136£9 16s 10d,Southampton,Servant,
706,"JUSSILA, Miss Mari Aina",21,3rd Class Passenger,4137£9 16s 10d,Southampton,Servant,
707,"KALLIO, Mr Nikolai Erland",17,3rd Class Passenger,3101274£7 2s 6d,Southampton,General Labourer,
708,"KALVIK, Mr Johannes Halvorsen",21,3rd Class Passenger,8475£8 8s 8d,Southampton,General Labourer,
709,"KANTOR, Mr Sinai",34,2nd Class Passenger,244367£26,Southampton,,[283]
710,"KARAJIĆ, Mr Milan",30,3rd Class Passenger,349246£7 17s 11d,Southampton,General Labourer,
711,"KARLSSON, Mr Julius Konrad Eugen",33,3rd Class Passenger,347465£7 17s 1d,Southampton,Engineer,
712,"KARLSSON, Mr Nils August",22,3rd Class Passenger,350060£7 10s 5d,Southampton,Farmer,
713,"KARNES, Mrs Claire",22,2nd Class Passenger,13534£21,Southampton,,
714,"KATAVELOS, Mr Vasilios G.",19,3rd Class Passenger,2682£7 4s 7d,Cherbourg,Farmer,[58]
715,"KEANE, Mr Daniel",35,2nd Class Passenger,233734£12 7s,Queenstown,,
716,"KEANE, Mr Andrew",23,3rd Class Passenger,12460£7 15s,Queenstown,Farm Labourer,
717,"KEARL, Mr Charles Henry",44,Engineering Crew,,Southampton,Greaser,
718,"KEARL, Mr George Edward",25,Engineering Crew,,Southampton,Trimmer,
719,"KEEGAN, Mr James",38,Engineering Crew,,Southampton,Leading Fireman,
720,"KEEPING, Mr Edwin Herbert",33,1st Class PassengerServant,113503£211 10s,Southampton,Servant,[45]
721,"KELLAND, Mr Thomas",19,Victualling Crew,,Southampton,2nd class library steward,
722,"KELLY, Mr James",19,3rd Class Passenger,363592£8 1s,Southampton,Painter & Decorator,
723,"KELLY, Mr James",44,3rd Class Passenger,330911£7 16s 7d,Queenstown,Farm Labourer,[70]
724,"KELLY, Mr James",44,Engineering Crew,,Southampton,Greaser,
725,"KELLY, Mr William Patrick",23,Engineering Crew,,Belfast,Assistant Electrician,
726,"KEMP, Mr Thomas Hulman",43,Engineering Crew,,Belfast,Extra Assistant 4th Engineer (Refrigeration),
727,"KENNELL, Mr Charles",30,Victualling Crew,,Southampton,Hebrew Cook,
728,"KENT, Mr Edward Austin",58,1st Class Passenger,11771£29 14s,Cherbourg,Architect,[258]
729,"KENYON, Mr Frederick Roland",41,1st Class Passenger,17464£51 17s 3d,Southampton,,
730,"KENZLER, Mr August",44,Engineering Crew,,Belfast,Storekeeper,
731,"KERLEY, Mr William Thomas",28,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd class),
732,"KERR, Mr Thomas Russell",26,Engineering Crew,,Southampton,Fireman,
733,"KETCHLEY, Mr Henry",36,Victualling Crew,,Belfast,Saloon Steward,
734,"KHALIL, Mr Betros",25,3rd Class Passenger,2660£14 9s 1d,Cherbourg,Farm Labourer,
735,"KHALIL, Mrs Zahie",20,3rd Class Passenger,2660£14 9s 1d,Cherbourg,Farm Labourer,
736,"KHALĪL 'ATTA ALLĀH, Mr Sulaymān",27,3rd Class Passenger,2672£7 4s 6d,Cherbourg,Farm Labourer,
737,"KIERAN, Mr James William",35,Victualling Crew,,Southampton,Chief 3rd Class Steward,
738,"KIERAN, Mr Edgar Michael",34,Victualling Crew,,Southampton,Storekeeper,
739,"KIERNAN, Mr John Joseph",26,3rd Class Passenger,367227£7 15s,Queenstown,General Labourer,
740,"KIERNAN, Mr Philip",22,3rd Class Passenger,367229£7 15s,Queenstown,General Labourer,
741,"KILGANNON, Mr Thomas",21,3rd Class Passenger,36865£7 14s 9d,Queenstown,Farm Labourer,
742,"KINCHENTEN, Mr Frederick Charles",36,Engineering Crew,,Southampton,Greaser,
743,"KING, Mr Thomas Walter",42,Deck Crew,,Southampton,Master-at-arms,
744,"KING, Mr Alfred John Moffett",18,Victualling Crew,,Southampton,Lift Steward,[238]
745,"KING, Mr Ernest Waldron",28,Victualling Crew,,Southampton,Clerk (1st class),[321]
746,"KINGSCOTE, Mr William Ford",48,Victualling Crew,,Southampton,Saloon Steward (1st class),
747,"KINK, Miss Maria",23,3rd Class Passenger,315152£8 13s 3d,Southampton,,
748,"KINK, Mr Vincenz",26,3rd Class Passenger,315151£8 13s 3d,Southampton,Magazineer,
749,"KINSELLA, Mr Louis",30,Engineering CrewSubstitute Crew,,Southampton,Fireman,
750,"KIRKALDY, Mr Thomas Benjamin",35,Victualling Crew,,Southampton,Bed Room Steward,
751,"KIRKHAM, Mr James",43,Engineering Crew,,Southampton,Greaser,
752,"KIRKLAND, Fr Charles Leonard",71,2nd Class Passenger,219533£12 7s,Queenstown,Priest / Minister,
753,"KITCHING, Mr Arthur Alfred",31,Victualling Crew,,Southampton,Saloon Steward (1st class),
754,"KLABER, Mr Herman",41,1st Class Passenger,113028£26 11s,Southampton,Businessman,
755,"KLASÉN, Mr Klas Albin",18,3rd Class Passenger,350404£7 17s 1d,Southampton,Farm Labourer,
756,"KLASÉN, Miss Gertrud Emilia",1,3rd Class Passenger,350405£12 3s 8d,Southampton,,
757,"KLASÉN, Mrs Hulda Kristina Eugenia",36,3rd Class Passenger,350405£12 3s 8d,Southampton,Housewife,
758,"KLEIN, Mr Herbert",34,Victualling Crew,,Southampton,Barber,
759,"KNIGHT, Mr Robert",42,2nd Class PassengerH&W Guarantee Group,239855,Belfast,Fitter,
760,"KNIGHT, Mr Leonard George",21,Victualling Crew,,Southampton,Steward (3rd class),
761,"KOLEV, Mr Sotir",24,3rd Class Passenger,349209£7 17s 11d,Southampton,General Labourer,
762,"KOLEV, Mr Petr",36,3rd Class Passenger,349210£7 17s 11d,Southampton,General Labourer,
763,"KRAEFF, Mr Theodor",,3rd Class Passenger,349253£7 17s 11d,Cherbourg,General Labourer,
764,"KRINS, Mr Georges Alexandre",23,2nd Class PassengerMusician,250654,Southampton,Musician,
765,"KUTSCHER (LITHMAN), Mr Simon",27,3rd Class Passenger,251£7 11s,Southampton,Baker,
766,"KVILLNER, Mr Johan Henrik Johannesson",31,2nd Class Passenger,18723£10 10s,Southampton,Mechanical Engineer,[165]
767,"LACEY, Mr Bertie William",19,Victualling Crew,,Southampton,"Assistant Saloon steward, 2nd Class",
768,"LAHHŪD ISHAQ MU'AWWAD, Mr Sarkīs",35,3rd Class Passenger,2624£7 4s 6d,Cherbourg,General Labourer,
769,"LAHTINEN, Rev. William",35,2nd Class Passenger,250651£26,Southampton,Priest / Minister,
770,"LAHTINEN, Mrs Anna Amelia",34,2nd Class Passenger,250651£26,Southampton,,
771,"LAHY, Mr T.",41,Engineering Crew,,Southampton,Fireman,
772,"LAITINEN, Miss Kristina Sofia",38,3rd Class Passenger,4135£9 11s 9d,Southampton,Housekeeper,
773,"LAKE, Mr William",46,Victualling Crew,,Belfast,Saloon Steward (1st class),
774,"LAM, Mr Len",23,3rd Class Passenger,1601£56 9s 11d,Southampton,Seaman,
775,"LAMB, Mr John J.",31,2nd Class Passenger,240261£10 14s 2d,Queenstown,Jeweller,
776,"LANE, Mr Patrick",16,3rd Class Passenger,7935£7 15s,Queenstown,Farm Labourer,
777,"LANE, Mr Albert Edward",33,Victualling Crew,,Southampton,Saloon Steward (1st class),
778,"LAROCHE, Mr Joseph Philippe Lemercier",25,2nd Class Passenger,2123£41 11s 7d,Cherbourg,Engineer,
779,"LARSSON, Mr August Viktor",29,3rd Class Passenger,7545£9 9s 8d,Southampton,Locksmith,
780,"LARSSON, Mr Bengt Edvin",29,3rd Class Passenger,347067£7 15s 6d,Southampton,General Labourer,
781,"LATIMER, Mr Andrew",55,Victualling Crew,,Belfast,Chief Steward,
782,"LAWRANCE, Mr Arthur",36,Victualling Crew,,Belfast,Saloon Steward (1st class),[90]
783,"LEADER, Mr Archibald",22,Victualling Crew,,Southampton,Confectioner,
784,"LEE, Mr Herbert Henry",17,Engineering Crew,,Southampton,Trimmer,
785,"LEFEBVRE, Mrs Frances Marie",40,3rd Class Passenger,4133£25 9s 4d,Southampton,,
786,"LEFEBVRE, Master Henry",5,3rd Class Passenger,4133£25 9s 4d,Southampton,,
787,"LEFEBVRE, Miss Ida",3,3rd Class Passenger,4133£25 9s 4d,Southampton,,
788,"LEFEBVRE, Miss Jeannie",8,3rd Class Passenger,4133£25 9s 4d,Southampton,,
789,"LEFEBVRE, Miss Mathilde",12,3rd Class Passenger,4133£25 9s 4d,Southampton,,
790,"LEFEBVRE, Mr Paul Georges",35,Victualling Crew,,Southampton,Saloon Steward,[211]
791,"LEINONEN, Mr Antti Gustaf",32,3rd Class Passenger,3101292£7 18s 6d,Southampton,,
792,"LENNON, Mr Denis",20,3rd Class Passenger,370371£15 10s,Queenstown,General Labourer,
793,"LEONARD, Mr Matthew",25,Victualling Crew,,Belfast,3rd Class Steward,
794,"LESTER, Mr James",41,3rd Class Passenger,48871£24 3s,Southampton,Dipper,
795,"LEVETT, Mr George Alfred",25,Victualling Crew,,Belfast,Assistant Pantryman Steward (1st Class),
796,"LÉVY, Mr René Jacques",36,2nd Class Passenger,2163£12 17s 6d,Southampton,Chemist,
797,"LEWY, Mr Ervin G.",30,1st Class Passenger,17612£27 14s 5d,Cherbourg,Jeweller,
798,"LEYSON, Mr Robert William Norman",25,2nd Class Passenger,29566£10 10s,Southampton,Solicitor,[108]
799,"LIEVENS, Mr René Aimé",24,3rd Class Passenger,345781£9 10s,Southampton,Farmer,
800,"LIGHT, Mr Christopher William",20,Engineering Crew,,Southampton,Fireman,
801,"LIGHT, Mr W.",47,Engineering Crew,,Southampton,Fireman,
802,"LIGHT, Mr Charles Edward",24,Victualling Crew,,Southampton,Plate Steward (1st class),
803,"LIND, Mr Erik Gustaf",42,1st Class Passenger,17475£26 11s,Southampton,Businessman,
804,"LINDAHL, Miss Agda Thorilda Viktoria",25,3rd Class Passenger,347071£7 15s 6d,Southampton,,
805,"LINDBLOM, Miss Augusta Charlotta",45,3rd Class Passenger,347073£7 15s,Southampton,,
806,"LINDELL, Mr Edvard Bengtsson",36,3rd Class Passenger,349910£15 11s,Southampton,General Labourer,A
807,"LINDELL, Mrs Elin Gerda",30,3rd Class Passenger,349910£15 11s,Southampton,,A
808,"LINEHAN, Mr Michael",21,3rd Class Passenger,330971£7 17s 7d,Queenstown,Farm Labourer,
809,"LING, Mr Lee",28,3rd Class Passenger,1601£56 9s 11d,Southampton,Seaman,
810,"LINGANE, Mr John",61,2nd Class Passenger,235509£12 7s,Queenstown,Gentleman,
811,"LINHART, Mr Wenzel",28,3rd Class Passenger,345775£9 10s,Southampton,Baker,[298]
812,"LIVSHIN, Mr David",25,3rd Class Passenger,374887£7 5s,Southampton,Jeweller,B
813,"LLOYD, Mr William",29,Engineering CrewSubstitute Crew,,Southampton,Fireman,
814,"LLOYD, Mr Humphrey",41,Victualling Crew,,Belfast,Saloon Steward (1st class),[57]
815,"LOBB, Mr William Arthur",31,3rd Class Passenger,3336£16 2s,Southampton,Engineer,
816,"LOBB, Mrs Cordelia",34,3rd Class Passenger,3336£16 2s,Southampton,,[55]
817,"LOCKE, Mr Albert George",33,Victualling CrewSubstitute Crew,,Southampton,Scullion,
818,"LOCKYER, Mr Edward Thomas",19,3rd Class Passenger,1222£7 17s 7d,Southampton,Grocers Assistant,[153]
819,"LONG, Mr Milton Clyde",29,1st Class Passenger,113501£30,Southampton,,[126]
820,"LONG, Mr Frank",31,Engineering Crew,,Southampton,Trimmer,
821,"LONG, Mr William",36,Engineering Crew,,Southampton,Trimmer,
822,"LONGMUIR, Mr John Dickson",19,Victualling Crew,,Southampton,Assistant Pantry Steward (2nd class),
823,"LORING, Mr Joseph Holland",30,1st Class Passenger,113801£45 10s,Southampton,Stockbroker,
824,"LOUCH, Mr Charles",50,2nd Class Passenger,3085£26,Southampton,Saddler,[121]
825,"LOVELL, Mr John Hall",20,3rd Class Passenger,21173£7 5s,Southampton,Farmer,
826,"LOVELL, Mr John",37,Victualling Crew,,Southampton,Grill Cook,
827,"LUNDAHL, Mr Johan Svensson",50,3rd Class Passenger,347743£7 1s 1d,Southampton,General Labourer,
828,"LYDIATT, Mr Charles",45,Victualling Crew,,Southampton,Saloon Steward (1st class),
829,"LYMPEROPOULUS, Mr Panagiotis K.",30,3rd Class Passenger,2683£6 8s 9d,Cherbourg,General Labourer,[196]
830,"LYNTAKOFF, Mr Stanko",44,3rd Class Passenger,349235£7 17s 11d,Southampton,General Labourer,
831,"LYONS, Mr William Henry",25,Deck Crew,,Southampton,Able Seaman,4
832,"MABEY, Mr John Charles",23,Victualling Crew,,Southampton,3rd Class Steward,
833,"MACK, Mrs Mary",57,2nd Class Passenger,S.O./C. 3£10 10s,Southampton,,[52]
834,"MACKAY, Mr George William",20,3rd Class Passenger,42795£7 11s,Southampton,Footman,
835,"MACKIE, Mr William Dickson",32,Engineering Crew,,Belfast,Junior 5th. Engineer,
836,"MACKIE, Mr George William",34,Victualling Crew,,Southampton,2nd Class Bedroom Steward,
837,"MÄENPÄÄ, Mr Matti Alexanteri",22,3rd Class Passenger,3101275£7 2s 6d,Southampton,,
838,"MAGUIRE, Mr John Edward",30,1st Class Passenger,110469£26,Southampton,,
839,"MAHON, Miss Bridget Delia",20,3rd Class Passenger,330924£7 17s 7d,Queenstown,,
840,"MAJOR, Mr Thomas Edgar",35,Victualling Crew,,Belfast,Bathroom Steward (1st Class),
841,"MÄKINEN, Mr Kalle Edvard",29,3rd Class Passenger,3101268£7 18s 6d,Southampton,General Labourer,
842,"MALACHARD, Mr Jean-Noël",25,2nd Class Passenger,237735£15 11d,Cherbourg,,
843,"MALLET, Mr Albert Denis Pierre",45,2nd Class Passenger,2079£37 1d,Cherbourg,Merchant,
844,"MANGAN, Miss Mary",32,3rd Class Passenger,364850£7 15s,Queenstown,,[61]
845,"MANGIAVACCHI, Mr Emilio Giovanni Andrea Onorato",47,2nd Class Passenger,32861£15 11s 7d,Cherbourg,Clerk,
846,"MANTLE, Mr Roland Frederick",40,Victualling Crew,,Southampton,3rd Class Steward,
847,"MARCH, Mr John Starr",50,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,[225]
848,"MARDIROSIAN, Mr Sarkis",25,3rd Class Passenger,2655£7 4s 7d,Cherbourg,Farm Labourer,
849,"MARETT, Mr George John",26,Engineering Crew,,Southampton,Fireman,
850,"MARINKO, Mr Dmitri",23,3rd Class Passenger,349238£7 17s 11d,Southampton,,
851,"MARKOFF, Mr Marin",35,3rd Class Passenger,349213£7 17s 11d,Southampton,General Labourer,
852,"MARKS, Mr James",27,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),
853,"MARKUN, Mr Johann",33,3rd Class Passenger,349257£7 17s 11d,Cherbourg,General Labourer,
854,"MARRIOTT, Mr John William",21,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),[2]
855,"MARSH, Mr Frederick Charles",39,Engineering Crew,,Southampton,Fireman,[268]
856,"MARVIN, Mr Daniel Warner",18,1st Class Passenger,113773£53 2s,Southampton,Of Independent Means,
857,"MASKELL, Mr Leopold Adolphus",25,Engineering Crew,,Southampton,Trimmer,
858,"MASON, Mr J.",39,Engineering Crew,,Southampton,Leading Fireman,
859,"MATHERSON, Mr David",33,Deck Crew,,Southampton,Able Seaman,[192]
860,"MATHIAS, Mr Montague Vincent",29,Deck Crew,,Southampton,Mess Steward,
861,"MATINOFF, Mr Nicola",30,3rd Class Passenger,349255£7 17s 11d,Cherbourg,,
862,"MATTHEWS, Mr William John",23,2nd Class Passenger,28228£13,Southampton,China Clay Worker,
863,"MATTMANN, Mr Adolf",20,Restaurant Staff,,Southampton,Ice Man,
864,"MAXWELL, Mr John",29,Deck Crew,,Belfast,Carpenter / Joiner,
865,"MAY, Mr Arthur William",22,Engineering Crew,,Southampton,Fireman,
866,"MAY, Mr Arthur William",59,Engineering Crew,,Southampton,Fireman Messman,
867,"MAYBERY, Mr Frank Hubert",36,2nd Class Passenger,239059£16,Southampton,Property Developer / Real Estate,
868,"MAYO, Mr William Peter",27,Engineering Crew,,Southampton,Leading Fireman,[177]
869,"MAYTUM, Mr Alfred",53,Victualling Crew,,Belfast,Chief Butcher,[141]
870,"MCANDREW, Mr Thomas Patrick",38,Engineering Crew,,Southampton,Fireman,
871,"MCANDREWS, Mr William",23,Engineering Crew,,Southampton,Fireman,
872,"MCCAFFRY, Mr Thomas Francis",46,1st Class Passenger,13050£75 4s 10d,Southampton,Banker,[292]
873,"MCCARTHY, Mr Timothy John",54,1st Class Passenger,17463£51 17s 3d,Southampton,Buyer,[175]
874,"MCCARTY, Mr Frederick James",38,Victualling Crew,,Southampton,Bedroom Steward (1st Class),
875,"MCCASTLIN, Mr William",28,Engineering Crew,,Southampton,Fireman,
876,"MCCAWLEY, Mr Thomas W.",36,Victualling Crew,,Belfast,Gymnasium Steward,
877,"MCCRAE, Mr Arthur Gordon",32,2nd Class Passenger,237216£13 10s,Southampton,Engineer,[209]
878,"MCCRIE, Mr James Matthew",32,2nd Class Passenger,233478£13,Southampton,Oil Worker,
879,"MCELROY, Mr Hugh Walter",37,Victualling Crew,,Southampton,Purser,[157]
880,"MCEVOY, Mr Michael",20,3rd Class Passenger,36568£15 10s,Queenstown,Farm Labourer,
881,"MCGARVEY, Mr Edward Joseph",34,Engineering Crew,,Southampton,Fireman,
882,"MCGAW, Mr Erroll Victor",30,Engineering Crew,,Southampton,Fireman,
883,"MCGOWAN, Miss Catherine",42,3rd Class Passenger,9232£7 15s,Queenstown,,
884,"MCGRADY, Mr James",27,Victualling Crew,,Southampton,Saloon Steward,[330]
885,"MCINERNEY, Mr Thomas",38,Engineering Crew,,Southampton,Greaser,
886,"MCKANE, Mr Peter Daniel",46,2nd Class Passenger,28403£26,Southampton,Quarryman,
887,"MCMAHON, Mr Martin",19,3rd Class Passenger,370372£7 15s,Queenstown,Farm Labourer,
888,"MCMICKEN, Mr Benjamin Tucker",21,Victualling Crew,,Belfast,Second Pantry Steward,
889,"MCMULLIN, Mr John Richard",36,Victualling Crew,,Belfast,First class saloon steward,
890,"MCMURRAY, Mr William",44,Victualling Crew,,Belfast,1st Class Bedroom Steward,
891,"MCNAMEE, Mr Neal",27,3rd Class Passenger,376566£16 2s,Southampton,Provision Manager,
892,"MCNAMEE, Mrs Eileen",19,3rd Class Passenger,376566£16 2s,Southampton,,[53]
893,"MCNEILL, Miss Bridget",32,3rd Class Passenger,370368£7 15s,Queenstown,,
894,"MCQUILLAN, Mr William",26,Engineering Crew,,Belfast,Fireman,[183]
895,"MCRAE, Mr William Alexander",32,Engineering Crew,,Southampton,Fireman,
896,"MCREYNOLDS, Mr William Thomas Carson",22,Engineering Crew,,Belfast,Junior 6th. Engineer,
897,"MEANWELL, Mrs Marian",62,3rd Class Passenger,392087£8 1s,Southampton,Milliner,
898,"MEEHAN, Mr John",22,3rd Class Passenger,3130£7 15s,Queenstown,General Labourer,
899,"MEEK, Mrs Annie Louisa",32,3rd Class Passenger,343095£8 1s,Southampton,,
900,"MEISNERE, Mr Simon",34,3rd Class Passenger,2816£8 1s,Southampton,Tailor,
901,"MELLOR, Mr Arthur",34,Victualling Crew,,Southampton,Saloon Steward,
902,"MEO (MARTINO), Mr Alfonzo",48,3rd Class Passenger,11206£8 1s,Southampton,Musician,[201]
903,"MERNAGH, Mr Robert",28,3rd Class Passenger,368703£7 15s,Queenstown,Farm Labourer,
